id,Date,CURRENCY,Last Price,Return,Cumulative Log Return
VIX Index,2008-02-19,USD,25.59,,
VIX Index,2008-02-20,USD,24.4,-0.04761851787254123,-0.04761851787254123
VIX Index,2008-02-21,USD,25.12,0.02908120930084168,-0.01853730857169955
VIX Index,2008-02-22,USD,24.06,-0.043113631053464996,-0.06165093962516455
VIX Index,2008-02-25,USD,23.03,-0.04375299671393895,-0.1054039363391035
VIX Index,2008-02-26,USD,21.9,-0.05031107701013893,-0.15571501334924243
VIX Index,2008-02-27,USD,22.69,0.03543766196929532,-0.1202773513799471
VIX Index,2008-02-28,USD,23.53,0.036351903947520636,-0.08392544743242647
VIX Index,2008-02-29,USD,26.54,0.12037682616479062,0.03645137873236415
VIX Index,2008-03-03,USD,26.28,-0.009844835287651676,0.02660654344471247
VIX Index,2008-03-04,USD,25.52,-0.02934573513982075,-0.0027391916951082784
VIX Index,2008-03-05,USD,24.6,-0.036716015538272195,-0.039455207233380474
VIX Index,2008-03-06,USD,27.55,0.11325609266060654,0.07380088542722607
VIX Index,2008-03-07,USD,27.49,-0.0021802334217690955,0.07162065200545698
VIX Index,2008-03-10,USD,29.38,0.0664918685685767,0.13811252057403367
VIX Index,2008-03-11,USD,26.36,-0.10846646111142455,0.02964605946260912
VIX Index,2008-03-12,USD,27.22,0.0321042875890134,0.06175034705162252
VIX Index,2008-03-13,USD,27.29,0.0025683374969269757,0.0643186845485495
VIX Index,2008-03-14,USD,31.16,0.13261488628230067,0.19693357083085017
VIX Index,2008-03-17,USD,32.24,0.03407269663587975,0.23100626746672992
VIX Index,2008-03-18,USD,25.79,-0.22322109774517385,0.007785169721556073
VIX Index,2008-03-19,USD,29.84,0.14586295544230676,0.15364812516386284
VIX Index,2008-03-20,USD,26.62,-0.11418696236859471,0.03946116279526812
VIX Index,2008-03-24,USD,25.73,-0.03400518667331287,0.005455976121955253
VIX Index,2008-03-25,USD,25.72,-0.0003887269242341951,0.005067249197721058
VIX Index,2008-03-26,USD,26.08,0.013899837689033578,0.018967086886754636
VIX Index,2008-03-27,USD,25.88,-0.007698267425752192,0.011268819461002444
VIX Index,2008-03-28,USD,25.71,-0.006590448354901746,0.004678371106100698
VIX Index,2008-03-31,USD,25.61,-0.0038971210663643063,0.000781250039736392
VIX Index,2008-04-01,USD,22.68,-0.12149942135188274,-0.12071817131214635
VIX Index,2008-04-02,USD,23.43,0.0325337736601532,-0.08818439765199315
VIX Index,2008-04-03,USD,23.21,-0.009434032233358813,-0.09761842988535196
VIX Index,2008-04-04,USD,22.45,-0.03329260609808227,-0.13091103598343423
VIX Index,2008-04-07,USD,22.42,-0.0013371965442492417,-0.13224823252768347
VIX Index,2008-04-08,USD,22.36,-0.002679769357115447,-0.13492800188479892
VIX Index,2008-04-09,USD,22.81,0.019925388009398137,-0.11500261387540078
VIX Index,2008-04-10,USD,21.98,-0.037066087320821506,-0.1520687011962223
VIX Index,2008-04-11,USD,23.46,0.06516389424985425,-0.08690480694636804
VIX Index,2008-04-14,USD,23.82,0.01522872070182446,-0.07167608624454358
VIX Index,2008-04-15,USD,22.78,-0.04464260590811797,-0.11631869215266155
VIX Index,2008-04-16,USD,20.53,-0.10399572698819348,-0.22031441914085503
VIX Index,2008-04-17,USD,20.37,-0.007824000792127972,-0.228138419932983
VIX Index,2008-04-18,USD,20.13,-0.01185199058701425,-0.23999041051999725
VIX Index,2008-04-21,USD,20.5,0.018213646492662328,-0.22177676402733493
VIX Index,2008-04-22,USD,20.87,0.01788783494474666,-0.20388892908258827
VIX Index,2008-04-23,USD,20.26,-0.029664222268571905,-0.23355315135116017
VIX Index,2008-04-24,USD,20.06,-0.009920716286747844,-0.24347386763790801
VIX Index,2008-04-25,USD,19.59,-0.023708550577340226,-0.26718241821524824
VIX Index,2008-04-28,USD,19.64,0.0025490709698705594,-0.2646333472453777
VIX Index,2008-04-29,USD,20.24,0.030092541492944935,-0.23454080575243275
VIX Index,2008-04-30,USD,20.79,0.02681125745065671,-0.20772954830177603
VIX Index,2008-05-01,USD,18.88,-0.096368941152567,-0.30409848945434304
VIX Index,2008-05-02,USD,18.18,-0.03778107196802161,-0.34187956142236464
VIX Index,2008-05-05,USD,18.9,0.03883983331626384,-0.3030397281061008
VIX Index,2008-05-06,USD,18.21,-0.03719102832608012,-0.3402307564321809
VIX Index,2008-05-07,USD,19.73,0.08016942629500745,-0.2600613301371735
VIX Index,2008-05-08,USD,19.4,-0.01686725396524169,-0.27692858410241517
VIX Index,2008-05-09,USD,19.41,0.0005153311116363746,-0.2764132529907788
VIX Index,2008-05-12,USD,17.79,-0.08715189550317515,-0.36356514849395394
VIX Index,2008-05-13,USD,17.98,0.010623527365730911,-0.352941621128223
VIX Index,2008-05-14,USD,17.66,-0.0179578338676607,-0.3708994549958837
VIX Index,2008-05-15,USD,16.3,-0.08013708736309688,-0.4510365423589806
VIX Index,2008-05-16,USD,16.47,0.010375436376831804,-0.4406611059821488
VIX Index,2008-05-19,USD,17.01,0.032260862218221664,-0.40840024376392714
VIX Index,2008-05-20,USD,17.58,0.03296048584926048,-0.37543975791466666
VIX Index,2008-05-21,USD,18.59,0.05586190947632197,-0.3195778484383447
VIX Index,2008-05-22,USD,18.05,-0.029478116954462674,-0.34905596539280737
VIX Index,2008-05-23,USD,19.55,0.07982960165248487,-0.2692263637403225
VIX Index,2008-05-27,USD,19.64,0.004593016494944813,-0.2646333472453777
VIX Index,2008-05-28,USD,19.07,-0.029451883313992067,-0.29408523055936975
VIX Index,2008-05-29,USD,18.14,-0.04999697492533706,-0.3440822054847068
VIX Index,2008-05-30,USD,17.83,-0.0172370128119419,-0.3613192182966487
VIX Index,2008-06-02,USD,19.83,0.10631351065665573,-0.255005707639993
VIX Index,2008-06-03,USD,20.24,0.020464901887560227,-0.23454080575243275
VIX Index,2008-06-04,USD,20.8,0.027292142288007692,-0.20724866346442505
VIX Index,2008-06-05,USD,18.63,-0.11017980209377543,-0.3174284655582005
VIX Index,2008-06-06,USD,23.56,0.23477717416988897,-0.08265129138831151
VIX Index,2008-06-09,USD,23.12,-0.01885231497920925,-0.10150360636752076
VIX Index,2008-06-10,USD,23.18,0.0025917941074289352,-0.09891181226009182
VIX Index,2008-06-11,USD,24.12,0.03975153394737907,-0.059160278312712755
VIX Index,2008-06-12,USD,23.33,-0.033301285825646065,-0.09246156413835882
VIX Index,2008-06-13,USD,21.22,-0.09479595284750175,-0.18725751698586057
